"date","month","title","cleaned_text","publisher","topic"
2024-03-01,"Mar 2024","Some Israelis Are Questioning Their Nation's Dependence on the U.S. U.N. resolution on Gaza deepens leadership split, after decades of ties with Washington forming the bedrock of Israel's security policy","israeli question nation's dependence u.s u.n resolution gaza deepen leadership split decade tie washington form bedrock israel's security policy","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","South Africa Stages a Farce at The Hague; The case against Israel is a travesty, the International Court of Justice a feckless disgrace.","south africa stage farce hague case israel travesty international court justice feckless disgrace","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","South Africans Rally Around Government's Genocide Allegations Against Israel; The governing African National Congress has long supported Palestinians' quest for their own state","south african rally around government's genocide allegation israel govern african national congress long support palestinian quest state","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Speaker Johnson's Ukraine Package Clears Key Hurdle With Democratic Help; Dozens of Republicans defect on procedural step, but $95 billion proposal now heads for final vote Saturday","speaker johnson's ukraine package clear key hurdle democratic help dozen republican defect procedural step 95 billion proposal now head final vote saturday","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Starbucks CEO Takes On Chain's Social Media Controversy Over Israel-Hamas War; 'We see protestors influenced by misrepresentation on social media of what we stand for,' CEO Laxman Narasimhan says","starbucks ceo take chain's social medium controversy israel-hamas war see protestor influence misrepresentation social medium stand ceo laxman narasimhan say","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Step Up Pressure on Iran's Proxies; Tehran's direct attack on Israel demonstrates the urgency of defeating the Axis of Resistance.","step pressure iran's proxy tehran's direct attack israel demonstrate urgency defeat axis resistance","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Street Battles Rage in Gaza City Ruins, as Residents Flee on Foot","street battle rage gaza city ruin resident flee foot","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Stress-Testing Trump's Claims That the World Was Calmer on His Watch; There was no war on par with the ones in Ukraine or Gaza, but there were sharp conflicts and some near crises","stress-testing trump's claim world calm watch war par one ukraine gaza sharp conflict near crisis","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Strikes On Syria Heighten Mideast Tension --- Defense Ministry blames Israel for deadly attacks southeast of Aleppo","strike syria heighten mideast tension defense ministry blame israel deadly attack southeast aleppo","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","String of Israeli Errors Led to Fatal Attack on Aid Convoy, Military Says","string israeli error lead fatal attack aid convoy military say","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Taiwan’s Top Diplomat Says U.S. Aid to Ukraine Is Critical for Deterring China","taiwan’s top diplomat say u.s aid ukraine critical deter china","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Takeaways From Biden's State of the Union Address; In campaign mode, president challenges Trump and Republicans on Ukraine, immigration and taxes","takeaway biden's state union address campaign mode president challenge trump republican ukraine immigration tax","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Talking Markets: European Retailers Rekindle Ukraine Operations as War Drags on","talk market european retailer rekindle ukraine operation war drag","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","The 'CEO' of Hamas Who Found the Money to Attack Israel; Zaher Jabarin looks after a portfolio of companies that deliver income annually to the militant group","ceo hamas find money attack israel zaher jabarin look portfolio company deliver income annually militant group","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","The 'Ghost of Kyiv' and His Quest for the F-16; Ukraine needs modern jets to protect cities, soldiers and civilians. Andrii 'Juice' Pilshchykov had a plan to acquire them.","ghost kyiv quest f-16 ukraine need modern jet protect city soldier civilian andrii juice pilshchykov plan acquire","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","The 'Soft Landing' Could Easily Turn Hard; Dangers and risks include a government shutdown, a Trump victory and wars in Gaza, Ukraine and Yemen.","soft land easily turn hard danger risk include government shutdown trump victory war gaza ukraine yemen","Wall_Street_News","Ukraine Conflict"
2024-06-01,"Jun 2024","The American Company Trying to Keep Ukraine's Nuclear Reactors Online; Westinghouse is replacing Russian fuel and planning to help Kyiv build new reactors","american company try keep ukraine's nuclear reactor online westinghouse replace russian fuel plan help kyiv build new reactor","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","The Antiwar Candidate Prepared to Challenge Putin at the Ballot Box; Boris Nadezhdin accuses Russian president of destroying key institutions and calls the invasion of Ukraine 'a fatal mistake'","antiwar candidate prepare challenge putin ballot box boris nadezhdin accuse russian president destroy key institution call invasion ukraine fatal mistake","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","The Battle Over Aid to Israel","battle aid israel","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","The Best Case for Ukraine Aid","good case ukraine aid","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","The Billionaire Donor Taking On His Alma Mater Over Antisemitism; Apollo CEO Marc Rowan wasn't vocal about social issues. Then Israel was attacked.","billionaire donor take alma mater antisemitism apollo ceo marc rowan vocal social issue israel attack","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","The Black Market That Delivers Elon Musk's Starlink to U.S. Foes; The satellite-internet devices are helping Russian fighters in Ukraine and paramilitary forces in Sudan; SpaceX hasn't shut them off","black market deliver elon musk's starlink u.s foe satellite-internet device help russian fighter ukraine paramilitary force sudan spacex shut","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","The Case Against Israel Rests on Lies; Among them is a quote of mine that South Africa grossly distorted in its presentation to the ICJ.","case israel rest lie among quote mine south africa grossly distort presentation icj","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","The Democratic Party Forces Jews to Choose; Not between America and Israel<U+2014>just the opposite.","democratic party force jew choose america israel 2014 just opposite","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","The Dire Cost of 'Peace' in Ukraine; Kyiv can't stand on its own, but a Russian victory would leave the U.S. far worse off.","dire cost peace ukraine kyiv stand russian victory leave u.s far bad","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","The Dire Cost of Dithering on Ukraine; Unless the West comes through with military aid, leaders will face a choice between protecting soldiers and cities.","dire cost dither ukraine unless west come military aid leader will face choice protect soldier city","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","The E.U. Agreed to Aid Ukraine, Shifting Focus to the U.S.","e.u agree aid ukraine shift focus u.s","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","The E.U.’s $54 Billion Deal to Fund Ukraine, Explained","e.u 54 billion deal fund ukraine explain","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","The Hamas Chief and the Israeli Who Saved His Life","hamas chief israeli save life","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","The Hard Truth of Israel’s Endgame in Gaza","hard truth israel’s endgame gaza","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","The Harrowing Work of Burying Ukraine's War Dead; With no end to the war in sight, priests, drivers and morgue workers toil to lay fallen soldiers to rest","harrow work bury ukraine's war dead end war sight priest driver morgue worker toil lie fall soldier rest","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","The House Is Set to Approve Ukraine Aid This Weekend","house set approve ukraine aid weekend","The New York Times","Ukraine Conflict"
2024-06-01,"Jun 2024","The Human Cost of a Hesitant Ukraine Policy","human cost hesitant ukraine policy","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","The ICJ's New Chief Judge Has a History of Bias Against Israel; Nawaf Salam has also been a candidate for Lebanese prime minister twice since joining the bench in 2018.","icj's new chief judge history bias israel nawaf salam also candidate lebanese prime minister twice since join bench 2018","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","The IDF's Rabbis Go to War; At a base in central Israel, they bury the dead from Hamas's attack and the Gaza war in accordance with halachic law.","idf's rabbi go war base central israel bury dead hamas's attack gaza war accordance halachic law","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","The Land Where Inflation Is Good News; Food and energy price increases triggered by the pandemic and the Ukraine war are helping end the long, bleak era of Japanification","land inflation good news food energy price increase trigger pandemic ukraine war help end long bleak era japanification","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","The Left Blames the Victim, Israel, Yet Again; It must be the only nation in the world that is expected to show such restraint after it is attacked.","leave blame victim israel yet must nation world expect show restraint attack","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","The Limits of U.S. Influence Over Israel; President Biden's popularity with the Israeli public gives him leverage, but placing conditions on American aid would likely backfire.","limit u.s influence israel president biden's popularity israeli public give leverage place condition american aid likely backfire","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","The Long, Tortured Road to Biden’s Clash With Netanyahu Over Gaza War","long torture road biden’s clash netanyahu gaza war","The New York Times","Israel Conflict"
