"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"UNRWA, the aid agency for Palestinians, is preparing to publish an investigation based on testimony from more than 100 detainees that accuses Israeli troops of abuse.","https://www.nytimes.com/2024/03/03/world/middleeast/unrwa-gaza-detention-israel.html","An unpublished investigation by the main United Nations agency for Palestinian affairs accuses Israel of abusing hundreds of Gazans captured during the war with Hamas, according to a copy of the report reviewed by The New York Times.","The New York Times","2024-03-03T16:26:08+0000","nyt://article/b71b87ba-13b4-5399-97f8-5262883e60b8","article","U.N. Aid Agency Researchers Allege Abuse of Gazans in Israeli Detention"
"Israel’s Haredi minority has long lived apart from the nation’s mainstream, but fighting has both widened that divide and in some ways helped to bridge it.","https://www.nytimes.com/2024/03/04/world/middleeast/israel-haredi-military-service-idf.html","In a neighborhood of Jerusalem, ultra-Orthodox Jewish residents cheered a soldier returning from military service. At a religious seminary, similarly devout students gathered to hear an officer talk about his military duties. And at a synagogue attended by some of the most observant Jews in the country, members devoted a Torah scroll in memory of a soldier slain in Gaza.","The New York Times","2024-03-04T05:01:11+0000","nyt://article/c0d9193a-b933-5b4b-a847-62a9d3ab68df","article","Gaza War Is Shifting Ties Between Secular and Ultra-Orthodox Israelis"
"In a White House meeting on Monday afternoon with Benny Gantz, a member of Israel’s war cabinet, the vice president also focused on the need for a deal to free hostages.","https://www.nytimes.com/2024/03/04/world/middleeast/kamala-harris-gantz-israel-cease-fire.html","Vice President Kamala Harris, who has emerged as one of the leading voices for Palestinians in closed-door meetings, pressed for a pause in fighting in Gaza with a member of Israel’s war cabinet, Benny Gantz, at the White House on Monday afternoon, according to the White House.","The New York Times","2024-03-04T08:15:12+0000","nyt://article/2b7cdf86-9131-582b-a54c-47766dddd60a","article","Harris Pushes for Pause in Fighting in Meeting With Top Israeli Official"
"First President Emmanuel Macron of France, then Chancellor Olaf Scholz, exposed divisions among Western countries trying to avoid direct hostilities with Russia.","https://www.nytimes.com/2024/03/04/world/europe/germany-ukraine-russia.html","First it was France’s president, Emmanuel Macron, who angered his NATO allies by suggesting that soon the West could be forced to send troops to Ukraine, portending a direct confrontation with Russian forces that the rest of the alliance has long rejected.","The New York Times","2024-03-04T13:14:05+0000","nyt://article/9ac5a2e2-ae08-5640-8297-0337822ee05d","article","Now It’s Germany’s Turn to Frustrate Allies Over Ukraine"
"Moscow’s recent gains in the east have been aided by more aggressive air support on the front lines. But that also has helped Ukraine shoot down enemy planes in the past two weeks.","https://www.nytimes.com/2024/03/05/world/europe/ukraine-war-russia-planes.html","The Ukraine war has been fought largely on the ground in the past two years, with troops often locked in back-and-forth battles with heavy artillery and drone support. The countries’ air forces have played second fiddle because of Ukraine’s limited fleet of planes and Russia’s inability to gain the air supremacy it once expected.","The New York Times","2024-03-05T05:01:09+0000","nyt://article/2e7d6345-acf6-50c4-8410-3180146f41e0","article","Shift in Russian Tactics Intensifies Air War in Ukraine"
"Archaeologists have revealed a major production site for one of history’s most luxurious, and smelliest, colorants.","https://www.nytimes.com/2024/03/05/science/archaeology-tyrian-purple-murex.html","The most prized pigment of antiquity was processed not from a tangle of root or the frothy extract of a weed, but by drawing out a slimy secretion from the mucus glands behind the anus of murex sea snails — “the bottom of the bottom-feeders,” the historian Kelly Grovier has written. The common name of the dyestuff, Tyrian purple, derives from the habitat of the mollusks, which the Phoenicians purportedly began harvesting in the 16th century B.C. in the city-state of Tyre in present-day Lebanon.","The New York Times","2024-03-05T06:00:09+0000","nyt://article/6aa8149b-e8c9-57f9-b90c-b0e2dd7acbc4","article","In Israel, a 3,000-Year-Old Purple Factory"
"The Pulitzer Prize-winning writer shares insights from her close reading of the Book of Genesis.","https://www.nytimes.com/2024/03/05/opinion/ezra-klein-podcast-marilynne-robinson.html","Marilynne Robinson is one of the great living novelists. She has won a Pulitzer Prize and a National Humanities Medal, and Barack Obama took time out of his presidency to interview her at length. Her fiction is suffused with a sense of holiness: Mundane images like laundry drying on a line seem to be illuminated by a divine force. Whether she’s telling the story of a pastor confronting his mortality in “Gilead” or two sisters coming of age in small-town Idaho in “Housekeeping,” her novels wrestle with theological questions of what it means to be human, to see the world more deeply, to seek meaning in life.","The New York Times","2024-03-05T10:05:06+0000","nyt://article/6d7f9117-180b-5506-8d62-c93fe5f877cb","article","Marilynne Robinson on Biblical Beauty, Human Evil and the Idea of Israel"
"A U.N. inquiry found support for Israel’s allegations of sexual violence in the Hamas-led Oct. 7 attack, but they remain bitterly at odds over the war in the Gaza Strip.","https://www.nytimes.com/2024/03/05/world/middleeast/israel-gaza-un.html","Israelis largely welcomed a U.N. report that supported allegations of sexual violence during the Hamas-led Oct. 7 attack, even as a top Israeli official accused the United Nations of not doing enough to address the findings — a sign of the rising tensions between them.","The New York Times","2024-03-06T00:00:14+0000","nyt://article/ba774961-09bd-51b3-93e2-740921c0cf1b","article","Israel Sees Vindication in U.N.’s Report, but Tensions Between Them Rise"
"Arrest warrants were issued by the International Criminal Court for two military officials, a general and an admiral, both accused of targeting civilians and destroying crucial energy infrastructure.","https://www.nytimes.com/2024/03/05/world/europe/international-court-russia-ukraine.html","The International Criminal Court on Tuesday issued arrest warrants for two top Russian military officers, accusing them of war crimes in Ukraine for targeting civilians and destroying crucial energy infrastructure.","The New York Times","2024-03-06T01:41:52+0000","nyt://article/5525c863-3825-57e9-998b-1a52ce17b15a","article","International Court Accuses 2 Russian Officers of War Crimes in Ukraine"
"After meeting with Benny Gantz, a member of Israel’s war cabinet, the British foreign secretary, David Cameron, had strong words about conditions in Gaza that “must change.”","https://www.nytimes.com/2024/03/06/world/middleeast/israel-uk-gantz-cameron-meeting.html","Meeting with a member of Israel’s war cabinet on Wednesday, Britain’s foreign secretary said Israel must help get far more food and other supplies into the Gaza Strip to address the humanitarian crisis there, the secretary said after they spoke.","The New York Times","2024-03-06T08:59:03+0000","nyt://article/6fd3b321-7d39-5938-8d43-6dd2b284a483","article","Israel Must Let More Aid Into Gaza, U.K. Tells Israeli Official"
"As the Muslim holy month of Ramadan approaches, the move may reduce tensions at the Aqsa Mosque compound, which has long been a flashpoint for unrest.","https://www.nytimes.com/2024/03/06/world/middleeast/israel-aqsa-mosque-ramadan.html","The Israeli government has decided against putting new restrictions on access to an important mosque in Jerusalem during the Muslim holy month of Ramadan, a move that may reduce tensions at a site that has long been a flashpoint for unrest.","The New York Times","2024-03-06T12:13:09+0000","nyt://article/4a6d5a41-0b59-5b13-8fac-92b530e6d052","article","Israel Rejects Far-Right Plan for New Limits on Access to Important Mosque"
"Olena Zelenska’s office cited a scheduling conflict. The Russian opposition figure Yulia Navalnaya also declined an invitation.","https://www.nytimes.com/2024/03/06/world/europe/biden-state-of-the-union-olena-zelensky.html","Follow live updates on Biden’s State of the Union address.","The New York Times","2024-03-06T15:36:35+0000","nyt://article/72fd80cd-6acb-53da-8c58-6e793358de1b","article","Ukraine’s First Lady Declines Invitation to State of the Union Address"
"Officials say Hamas has continued to press Israel for a commitment to a permanent cease-fire after a multistage release of all hostages, but Israel has refused.","https://www.nytimes.com/2024/03/06/us/politics/israel-hamas-hostages.html","Talks between Israel and Hamas over the release of dozens of Israeli hostages held in Gaza have stalled, dimming hopes that a deal could be reached before Ramadan begins in a few days, according to several people briefed on the conversations.","The New York Times","2024-03-06T20:57:52+0000","nyt://article/fe55aa59-b07b-517b-af5d-f41b6e1315bb","article","Israel-Hamas Talks Over Hostage Releases and a Cease-Fire Stall"
"Fund-raisers are borrowing heavily from business techniques to keep donations flowing to the military. The latest trend? Broad approaches that rely on networks of friends and acquaintances.","https://www.nytimes.com/2024/03/07/world/europe/ukraine-war-donations-crowdfunding.html","Earlier this year, Daria Chervona, a photo retoucher from Kyiv, was busy trying to raise 78 million Ukrainian hryvnia, about $2 million, for Ukraine’s army, posting daily on social media to urge friends and acquaintances to chip in. That was a high bar, but after a few weeks she announced she had cleared it, reaching her target.","The New York Times","2024-03-07T05:01:11+0000","nyt://article/05aafc13-c535-5101-a774-ea1684295e53","article","Crowdfunding, Auctions and Raffles: How Ukrainians Are Aiding the Army"
